,coef,feature,n
SUZ12,4.233115355149284,SUZ12,100
TET2,-12.242786992004124,TET2,100
TP53,-37.80503468386201,TP53,100
U2AF1_p.Q157,-30.207846636169528,U2AF1_p.Q157,100
U2AF1_p.S34,-15.230014879936833,U2AF1_p.S34,100
WT1,-15.85083936940457,WT1,100
ZRSR2,-6.375394930073105,ZRSR2,100
add_11,-16.033285230241972,add_11,100
add_13,-4.850569371963675,add_13,100
add_21,-2.168983718649762,add_21,100
add_22,18.120222049992968,add_22,100
add_8,-0.20469816833658788,add_8,100
ahd,21.595769011958648,ahd,100
bm_blasts,-0.0909535449384357,bm_blasts,100
complex,-5.706560220820551,complex,100
del_12,-6.884498259328687,del_12,100
del_13,28.498090215738426,del_13,100
del_16,-0.6163693265382916,del_16,100
del_17,-15.869563507486326,del_17,100
del_18,10.432309550725034,del_18,100
del_20,-1.2121025608062879,del_20,100
del_3,-0.27305040470442377,del_3,100
del_5,-12.4185138769221,del_5,100
del_7,-9.296451914329602,del_7,100
del_9,-12.944849263031399,del_9,100
eln_2017_ratio,14.05929449235246,eln_2017_ratio,100
gender,0.4559153849638857,gender,100
hb,0.07262686475868539,hb,100
inv_3,-33.17938417328629,inv_3,100
minusy,-5.961776016682564,minusy,100
others_transloc,-8.288510993651332,others_transloc,100
perf_status,-13.177021100122706,perf_status,100
plt,0.020321000908038164,plt,100
secondary,-3.362661911624563,secondary,100
t_10_21,20.41780761794519,t_10_21,100
t_12_13,46.930213118511375,t_12_13,100
t_12_17,17.702276166479944,t_12_17,100
t_12_22,21.40923441023683,t_12_22,100
t_13_19,46.095166919066216,t_13_19,100
t_15_16,9.127391570540292,t_15_16,100
t_15_17,42.808295279559864,t_15_17,100
t_16_17,-3.3460859794180364,t_16_17,100
t_16_21,-33.40062748865766,t_16_21,100
t_17_19,27.614397985323404,t_17_19,100
t_17_21,42.238370722202816,t_17_21,100
t_1_12,24.125179356283276,t_1_12,100
t_1_14,-2.9747483043389717,t_1_14,100
t_1_16,-3.083348747372647,t_1_16,100
t_1_17,-43.940133562719886,t_1_17,100
t_1_19,19.054163130620335,t_1_19,100
t_1_3,-44.802559837069296,t_1_3,100
t_1_4,1.2341207481715826,t_1_4,100
t_1_5,-17.990516168753004,t_1_5,100
t_1_6,11.288113817616312,t_1_6,100
t_2_17,-11.845549911200083,t_2_17,100
t_2_3,-18.25663033880051,t_2_3,100
t_2_5,12.467292951478836,t_2_5,100
t_2_7,39.96134917093173,t_2_7,100
t_2_9,26.98793282591973,t_2_9,100
t_3_16,12.912014468656826,t_3_16,100
t_3_21,-53.23292505072679,t_3_21,100
t_3_5,1.3981917344819967,t_3_5,100
t_3_7,30.4687759972187,t_3_7,100
t_3_9,-4.161608726642332,t_3_9,100
t_4_12,31.829499821978413,t_4_12,100
t_4_21,53.43931703074979,t_4_21,100
t_4_9,-22.838087169200413,t_4_9,100
t_5_12,35.22867084527654,t_5_12,100
t_5_17,11.441123141649289,t_5_17,100
t_5_9,22.42587538500217,t_5_9,100
t_6_9,10.641522912714958,t_6_9,100
t_7_16,-37.93398062921585,t_7_16,100
t_7_17,27.43719628226393,t_7_17,100
t_7_8,42.12869528211144,t_7_8,100
t_8_10,20.41780761794519,t_8_10,100
t_8_13,-46.08772875161183,t_8_13,100
t_8_16,-49.691243367538156,t_8_16,100
t_8_17,-1.4335296821571786,t_8_17,100
t_8_21,21.582138557033144,t_8_21,100
t_9_11,-11.753715010979908,t_9_11,100
t_9_13,2.352885610188342,t_9_13,100
t_9_17,57.15181432698376,t_9_17,100
t_9_22,67.12172039541363,t_9_22,100
t_v_11,-2.059540556006849,t_v_11,100
wbc,-0.09488784740310321,wbc,100
