,coef,feature,n
del_18,11.92260294149962,del_18,100
del_20,-3.6469670741405547,del_20,100
del_3,2.031421779370055,del_3,100
del_5,-15.100664429430633,del_5,100
del_7,-13.627234234955882,del_7,100
del_9,-14.231398557928493,del_9,100
gender,0.5499512900069038,gender,100
hb,0.07491240042100673,hb,100
inv_3,-41.04363619614611,inv_3,100
minusy,-6.150839374057874,minusy,100
others_transloc,-10.798708702814235,others_transloc,100
perf_status,-13.318897290488929,perf_status,100
plt,0.018627435724104417,plt,100
secondary,-3.6997283826551635,secondary,100
t_10_21,20.36696435513455,t_10_21,100
t_12_13,46.329524979368465,t_12_13,100
t_12_17,23.69787597607597,t_12_17,100
t_12_22,18.789869312314746,t_12_22,100
t_13_19,44.415766337125476,t_13_19,100
t_15_16,11.987295660581552,t_15_16,100
t_15_17,43.97462560169358,t_15_17,100
t_16_17,-6.1853500346075965,t_16_17,100
t_16_21,-31.23225699795106,t_16_21,100
t_17_19,30.3175128507345,t_17_19,100
t_17_21,41.681920727208286,t_17_21,100
t_1_12,32.9771707692767,t_1_12,100
t_1_14,-6.751981449153234,t_1_14,100
t_1_16,-2.039613528332173,t_1_16,100
t_1_17,-47.336448885445755,t_1_17,100
t_1_19,21.969802111196774,t_1_19,100
t_1_3,-48.68355950886731,t_1_3,100
t_1_4,1.3627720099790146,t_1_4,100
t_1_5,-21.103824529582873,t_1_5,100
t_1_6,9.843515373294684,t_1_6,100
t_2_17,-15.98169986316241,t_2_17,100
t_2_3,-18.030797084164107,t_2_3,100
t_2_5,14.108800649469027,t_2_5,100
t_2_7,38.021299513442166,t_2_7,100
t_2_9,26.464577267830947,t_2_9,100
t_3_16,10.704900861489508,t_3_16,100
t_3_21,-54.108150046653776,t_3_21,100
t_3_5,-4.598133865931563,t_3_5,100
t_3_7,25.564437047044905,t_3_7,100
t_3_9,-6.361176252403153,t_3_9,100
t_4_12,31.26111343389296,t_4_12,100
t_4_21,53.74678261116833,t_4_21,100
t_4_9,-19.004581903593955,t_4_9,100
t_5_12,35.04267376895864,t_5_12,100
t_5_17,12.532594832877544,t_5_17,100
t_5_9,19.203094739788252,t_5_9,100
t_6_9,-0.6475325094850513,t_6_9,100
t_7_16,-31.907582098824726,t_7_16,100
t_7_17,29.13084638429206,t_7_17,100
t_7_8,45.34074276039957,t_7_8,100
t_8_10,20.36696435513455,t_8_10,100
t_8_13,-43.74126167154295,t_8_13,100
t_8_16,-47.83359822169407,t_8_16,100
t_8_17,-1.451918272651647,t_8_17,100
t_8_21,35.303889000472005,t_8_21,100
t_9_11,-9.418324715391709,t_9_11,100
t_9_13,2.8100607001752556,t_9_13,100
t_9_17,56.84224836685436,t_9_17,100
t_9_22,65.36076684336994,t_9_22,100
t_v_11,-3.221655205498528,t_v_11,100
wbc,-0.09248196550542907,wbc,100
