,coef,feature,n
PTPRT,-37.73039812018566,PTPRT,100
RAD21,0.17672031680776434,RAD21,100
RIT1,5.948876478568106,RIT1,100
RUNX1,4.088605539245302,RUNX1,100
S100B,43.000464506556035,S100B,100
SETBP1,-0.8165266846158494,SETBP1,100
SF1,-31.41287492312894,SF1,100
SF3B1,-6.8470755195644015,SF3B1,100
SMC1A,-8.24884338214335,SMC1A,100
SMC3,-1.5372208217540004,SMC3,100
SMG1,9.173923362190777,SMG1,100
SPP1,20.26579419304,SPP1,100
SRSF2,-2.1080672326410403,SRSF2,100
STAG2,5.662827326254993,STAG2,100
STAT5B,11.185926585102662,STAT5B,100
SUZ12,-3.385690074770756,SUZ12,100
TET2,0.2299663625018312,TET2,100
TP53,-23.18560985755836,TP53,100
U2AF1_p.Q157,-18.330859091570996,U2AF1_p.Q157,100
U2AF1_p.S34,-6.202403954045296,U2AF1_p.S34,100
WT1,-20.831948635823178,WT1,100
ZRSR2,12.943296679317154,ZRSR2,100
add_11,-14.241690101318648,add_11,100
add_13,-5.553252136078389,add_13,100
add_21,-2.042286214472565,add_21,100
add_22,17.83021005975923,add_22,100
add_8,1.829464940801161,add_8,100
age,-1.5863658815775867,age,100
ahd,19.383152833089518,ahd,100
bm_blasts,-0.11117111319568172,bm_blasts,100
complex,14.235651047720017,complex,100
del_12,-6.263843022611429,del_12,100
del_13,28.072316372135766,del_13,100
del_16,1.0475506864299342,del_16,100
del_17,-9.109511251750916,del_17,100
del_18,8.380810958000083,del_18,100
del_20,2.9986670885168802,del_20,100
del_3,-1.485145863157874,del_3,100
del_5,-5.679262013663524,del_5,100
del_7,-5.244050887729134,del_7,100
del_9,-12.235132620771978,del_9,100
eln_2017_ratio,13.484415565258908,eln_2017_ratio,100
final_component_NC1,-0.6579217540929078,final_component_NC1,100
final_component_NC2,11.724214083491734,final_component_NC2,100
final_component_NC3,0.1774102198078803,final_component_NC3,100
final_component_NC6,-1.6348314207554668,final_component_NC6,100
final_component_NC7,-12.073409129925786,final_component_NC7,100
final_component_c1_NPM1,0.2440642083627918,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-28.54774713330521,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,6.290795956567078,final_component_c3_rare_fusion,100
final_component_c3_trans11,3.1648355023742343,final_component_c3_trans11,100
final_component_c3_trans15_17,47.07172808986291,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,-15.188634043261732,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,-12.237686310268087,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-3.712884269809645,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-28.489828074409683,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,13.096080641200508,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,17.39090856366221,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,3.382904870526232,final_component_not_assigned,100
gender,-0.3092739099466068,gender,100
hb,0.0038687392140604516,hb,100
inv_3,-41.7897275779218,inv_3,100
minusy,0.6519735167324731,minusy,100
others_transloc,-7.923010627917497,others_transloc,100
perf_status,-7.7330782187489655,perf_status,100
plt,0.013783822673789923,plt,100
secondary,-1.1746794717151712,secondary,100
t_10_21,15.804205256481055,t_10_21,100
t_12_13,42.212944123069576,t_12_13,100
t_12_17,26.35197772683446,t_12_17,100
t_12_22,19.056065955919788,t_12_22,100
t_13_19,43.00042189014401,t_13_19,100
t_15_16,-6.366324362468614,t_15_16,100
t_15_17,0.5586151821774351,t_15_17,100
t_16_17,5.771908274412847,t_16_17,100
t_16_21,-24.755240862053924,t_16_21,100
t_17_19,25.814737045057296,t_17_19,100
t_17_21,38.75138593989685,t_17_21,100
t_1_12,26.27743959164056,t_1_12,100
t_1_14,10.10505727485273,t_1_14,100
t_1_16,13.626653511819006,t_1_16,100
t_1_17,-29.547026628991127,t_1_17,100
t_1_19,22.47707075116833,t_1_19,100
t_1_3,-45.89435174329545,t_1_3,100
t_1_4,-0.7268928844755624,t_1_4,100
t_1_5,-24.52991362262136,t_1_5,100
t_1_6,0.14826468775826984,t_1_6,100
t_2_17,-21.629634870705367,t_2_17,100
t_2_3,-18.711166254248596,t_2_3,100
t_2_5,9.155747697882772,t_2_5,100
t_2_7,30.471716068069625,t_2_7,100
t_2_9,17.471482523621635,t_2_9,100
t_3_16,12.412038363614503,t_3_16,100
t_3_21,-52.753236249624265,t_3_21,100
t_3_5,0.1525034736300701,t_3_5,100
t_3_7,13.73755448036986,t_3_7,100
t_3_9,0.5018205308046974,t_3_9,100
t_4_12,41.7851628699702,t_4_12,100
t_4_21,57.53279061569777,t_4_21,100
t_4_9,-14.069601249301664,t_4_9,100
t_5_12,31.998521966646184,t_5_12,100
t_5_17,9.542194868235114,t_5_17,100
t_5_9,28.916508343165432,t_5_9,100
t_6_9,0.32661252901444393,t_6_9,100
t_7_16,-37.24258377130576,t_7_16,100
t_7_17,21.210354928098937,t_7_17,100
t_7_8,24.98442772044432,t_7_8,100
t_8_10,15.804205256481055,t_8_10,100
t_8_13,-48.33377379553337,t_8_13,100
t_8_16,-60.582124089659914,t_8_16,100
t_8_17,-10.190845834816802,t_8_17,100
t_8_21,29.984885143688235,t_8_21,100
t_9_11,-25.921438953259436,t_9_11,100
t_9_13,12.59090460542664,t_9_13,100
t_9_17,45.3699271225222,t_9_17,100
t_9_22,54.000293118340785,t_9_22,100
t_v_11,-13.23070290087939,t_v_11,100
wbc,-0.133634998261293,wbc,100
